datetime,symbol,name,open,high,low,close,volume
2026-09-09 12:39:00,005930,삼성전자,271500,271750,271500,271750,9896
2026-09-09 12:40:00,005930,삼성전자,271750,272500,271500,271500,46544
2026-09-09 12:41:00,005930,삼성전자,271500,272000,271500,271750,10624
2026-09-09 12:42:00,005930,삼성전자,271750,272000,271500,271750,9565
2026-09-09 12:43:00,005930,삼성전자,271750,272000,271500,271750,9534
2026-09-09 12:44:00,005930,삼성전자,271750,272000,271500,271750,8196
2026-09-09 12:45:00,005930,삼성전자,271500,271750,271000,271000,103988
2026-09-09 12:46:00,005930,삼성전자,271000,271250,270500,270500,67718
2026-09-09 12:47:00,005930,삼성전자,270500,271000,270500,270750,59784
2026-09-09 12:48:00,005930,삼성전자,270750,271000,270500,270500,38857
2026-09-09 12:49:00,005930,삼성전자,270500,271000,270000,270750,74111
2026-09-09 12:50:00,005930,삼성전자,270500,270750,270000,270250,26912
2026-09-09 12:51:00,005930,삼성전자,270000,270250,269500,269500,77676
2026-09-09 12:52:00,005930,삼성전자,269500,270000,269500,269500,11444
2026-09-09 12:53:00,005930,삼성전자,269750,270000,269500,270000,11255
2026-09-09 12:54:00,005930,삼성전자,269500,270000,269500,270000,7153
2026-09-09 12:55:00,005930,삼성전자,270000,270500,269500,270250,63618
2026-09-09 12:56:00,005930,삼성전자,270250,270500,270000,270500,29429
2026-09-09 12:57:00,005930,삼성전자,270250,270500,270250,270250,11905
2026-09-09 12:58:00,005930,삼성전자,270500,270500,270000,270250,11778
2026-09-09 12:59:00,005930,삼성전자,270000,270250,270000,270250,12578
2026-09-09 13:00:00,005930,삼성전자,270000,270250,270000,270000,12484
2026-09-09 13:01:00,005930,삼성전자,270250,271000,270000,270500,64663
2026-09-09 13:02:00,005930,삼성전자,270500,271000,269500,270000,121376
2026-09-09 13:03:00,005930,삼성전자,270000,270500,269500,270250,26318
2026-09-09 13:04:00,005930,삼성전자,270250,270500,270000,270250,8914
2026-09-09 13:05:00,005930,삼성전자,270250,270500,270250,270500,7776
2026-09-09 13:06:00,005930,삼성전자,270250,270500,270000,270500,10719
2026-09-09 13:07:00,005930,삼성전자,270000,270500,270000,270000,5957
2026-09-09 13:08:00,005930,삼성전자,270000,270250,270000,270250,7707
2026-09-09 13:09:00,005930,삼성전자,270250,270500,270000,270500,37908
2026-09-09 13:10:00,005930,삼성전자,270500,270500,269500,269750,88504
2026-09-09 13:11:00,005930,삼성전자,269750,270000,269500,269750,7760
2026-09-09 13:12:00,005930,삼성전자,269500,269750,269000,269250,75452
2026-09-09 13:13:00,005930,삼성전자,269250,269500,269000,269000,12038
2026-09-09 13:14:00,005930,삼성전자,269000,269500,269000,269250,22624
2026-09-09 13:15:00,005930,삼성전자,269250,269500,269000,269250,17488
2026-09-09 13:16:00,005930,삼성전자,269500,269500,269000,269000,16069
2026-09-09 13:17:00,005930,삼성전자,269250,269500,269000,269250,8414
2026-09-09 13:18:00,005930,삼성전자,269500,269500,269000,269250,24867
2026-09-09 13:19:00,005930,삼성전자,269000,269250,268500,268750,120179
2026-09-09 13:20:00,005930,삼성전자,268750,269500,268500,269250,47850
2026-09-09 13:21:00,005930,삼성전자,269250,270000,269000,269750,49017
2026-09-09 13:22:00,005930,삼성전자,269750,270000,269500,269750,6730
2026-09-09 13:23:00,005930,삼성전자,269750,270500,269500,270000,26643
2026-09-09 13:24:00,005930,삼성전자,270250,271000,270000,270250,44548
2026-09-09 13:25:00,005930,삼성전자,270500,270500,270000,270000,6350
2026-09-09 13:26:00,005930,삼성전자,270250,270500,270000,270250,8264
2026-09-09 13:27:00,005930,삼성전자,270250,270500,270000,270250,13820
2026-09-09 13:28:00,005930,삼성전자,270000,271000,270000,270750,62829
2026-09-09 13:29:00,005930,삼성전자,271000,271000,270500,270500,22068
2026-09-09 13:30:00,005930,삼성전자,270500,270750,270000,270250,67699
2026-09-09 13:31:00,005930,삼성전자,270250,270500,269500,270000,24093
2026-09-09 13:32:00,005930,삼성전자,270000,270500,270000,270000,13378
2026-09-09 13:33:00,005930,삼성전자,270500,271000,270000,270500,41376
2026-09-09 13:34:00,005930,삼성전자,270500,271000,270500,271000,31873
2026-09-09 13:35:00,005930,삼성전자,270750,271250,270500,270500,77904
2026-09-09 13:36:00,005930,삼성전자,271000,271000,270500,271000,13820
2026-09-09 13:37:00,005930,삼성전자,270750,271000,270500,270500,14909
2026-09-09 13:38:00,005930,삼성전자,271000,271000,270500,270500,13379
2026-09-09 13:39:00,005930,삼성전자,270500,271000,270500,270500,20066
2026-09-09 13:40:00,005930,삼성전자,270750,270750,270500,270750,12825
2026-09-09 13:41:00,005930,삼성전자,270750,270750,270500,270500,16517
2026-09-09 13:42:00,005930,삼성전자,270500,271000,270500,270750,19210
2026-09-09 13:43:00,005930,삼성전자,271000,271000,270750,271000,9000
2026-09-09 13:44:00,005930,삼성전자,270750,271000,270500,271000,10258
2026-09-09 13:45:00,005930,삼성전자,271000,271000,270500,270750,7102
2026-09-09 13:46:00,005930,삼성전자,270500,271000,270500,270750,8482
2026-09-09 13:47:00,005930,삼성전자,270750,271000,270500,270500,12479
2026-09-09 13:48:00,005930,삼성전자,270750,271000,270500,270750,13775
2026-09-09 13:49:00,005930,삼성전자,270750,271000,270500,270750,22723
2026-09-09 13:50:00,005930,삼성전자,270750,271500,270500,271000,81211
2026-09-09 13:51:00,005930,삼성전자,271000,271000,270750,271000,11452
2026-09-09 13:52:00,005930,삼성전자,271000,271000,270750,270750,12295
2026-09-09 13:53:00,005930,삼성전자,271000,271000,270500,271000,16183
